,_id,date,type,location,value,sensorID
5855,6290d9be4eab81e6c5a24c0e,2022-05-27 16:01:34.059,ground temperature,indoor,26.25,32360c1e64ff
5856,6290f5c42242e7fa0488d83e,2022-05-27 18:01:08.014,ground humidity,indoor,0.219,0
5857,6290f5c92242e7fa0488d83f,2022-05-27 18:01:13.611,ground humidity,indoor,0.1975,1
5858,6290f5cb2242e7fa0488d840,2022-05-27 18:01:15.356,ambient humidity,outdoor,12.0,22
5859,6290f5cd2242e7fa0488d841,2022-05-27 18:01:17.101,ambient humidity,indoor,22.799999237060547,27
5860,6290f5ce2242e7fa0488d842,2022-05-27 18:01:18.844,ambient temperature,outdoor,42.599998474121094,22
5861,6290f5d02242e7fa0488d843,2022-05-27 18:01:20.588,ambient temperature,indoor,41.29999923706055,27
5862,6290f5d22242e7fa0488d844,2022-05-27 18:01:22.459,ground temperature,indoor,42.4375,325a0f1e64ff
5863,6290f5d42242e7fa0488d845,2022-05-27 18:01:24.379,ground temperature,indoor,27.875,32360c1e64ff
5864,629111e4b2c6d1b9a5e7f23f,2022-05-27 20:01:08.024,ground humidity,indoor,0.2278,0
5865,629111e9b2c6d1b9a5e7f240,2022-05-27 20:01:13.710,ground humidity,indoor,0.2209,1
5866,629111ebb2c6d1b9a5e7f241,2022-05-27 20:01:15.457,ambient humidity,outdoor,32.0,22
5867,629111edb2c6d1b9a5e7f242,2022-05-27 20:01:17.203,ambient humidity,indoor,27.200000762939453,27
